ImpulseId,SessionDate,Direction,ChartTimeFrame,PullbackOrdinal,Bar,Close,FrozenProfileRelation,TouchedLvns,TouchedLvnMetrics,EffortResult,CumulativeTradeCoverage,MaxCumulativeBuy,MaxCumulativeSell,OperationalEntry,OrderSubmitted
2026-05-19:LONG:828,2026-05-19,LONG,M1,1,829,29100.0,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,2.0,0.0,False,False
2026-05-19:LONG:841,2026-05-19,LONG,M1,1,843,29128.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-19:LONG:841,2026-05-19,LONG,M1,2,844,29098.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,2.0,False,False
2026-05-20:LONG:1169,2026-05-20,LONG,M1,1,1172,29445.75,INSIDE_VALUE,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-20:LONG:1169,2026-05-20,LONG,M1,2,1173,29426.5,INSIDE_VALUE,29418.50:0.6154,29418.50:0.6154:0.0000:0.6667:0.4000:4:0.5000:0.5344:0.5000:0.3360:0.4656:0.4656,BUY_WITH_RESULT,AVAILABLE,1.0,0.0,False,False
2026-05-20:LONG:1169,2026-05-20,LONG,M1,3,1174,29357.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-20:SHORT:1185,2026-05-20,SHORT,M1,1,1186,29374.5,ABOVE_VAH,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,2.0,1.0,False,False
2026-05-20:LONG:1238,2026-05-20,LONG,M1,1,1240,29588.75,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-20:LONG:1325,2026-05-20,LONG,M1,1,1326,29553.75,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,4.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,1,1355,29590.5,INSIDE_VALUE,29589.50:0.9091,29589.50:0.9091:0.0000:0.0000:0.0000:2:0.8571:0.3295:0.4051:0.5780:0.4566:0.3295,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,2,1356,29577.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,3,1357,29573.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,4,1358,29573.0,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,3.0,0.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,5,1359,29586.0,INSIDE_VALUE,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,2.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,6,1360,29581.25,INSIDE_VALUE,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,7,1361,29605.0,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-20:LONG:1351,2026-05-20,LONG,M1,8,1362,29620.0,ABOVE_VAH,NONE,NONE,BUY_ABSORBED,AVAILABLE,2.0,0.0,False,False
2026-05-21:SHORT:1574,2026-05-21,SHORT,M1,1,1575,29466.25,INSIDE_VALUE,NONE,NONE,NEUTRAL,AVAILABLE,1.0,1.0,False,False
2026-05-21:SHORT:1574,2026-05-21,SHORT,M1,2,1576,29485.5,ABOVE_VAH,29484.00:0.9000,29484.00:0.9000:0.0000:0.0000:0.0000:7:0.0000:0.7129:0.1429:0.5297:0.1188:0.2871,NEUTRAL,AVAILABLE,1.0,1.0,False,False
2026-05-21:SHORT:1574,2026-05-21,SHORT,M1,3,1577,29536.0,ABOVE_VAH,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,1.0,0.0,False,False
2026-05-21:LONG:1591,2026-05-21,LONG,M1,1,1596,29528.75,INSIDE_VALUE,29527.50:0.7500|29527.75:0.7500,29527.50:0.7500:0.0000:0.5000:0.5000:1:1.0000:0.5183:0.3137:0.0573:0.2202:0.4817|29527.75:0.7500:0.0000:0.5000:0.5000:2:0.9231:0.5206:0.3170:0.0596:0.2225:0.4794,NEUTRAL,AVAILABLE,1.0,2.0,False,False
2026-05-21:LONG:1591,2026-05-21,LONG,M1,2,1597,29579.0,ABOVE_VAH,29564.25:0.7500|29565.00:0.7500|29569.25:0.7500|29573.75:0.7500|29576.75:0.7500|29578.75:0.7500,29564.25:0.7500:0.0000:0.0000:0.0000:8:0.4615:0.8555:0.7941:0.3945:0.5573:0.1445|29565.00:0.7500:0.0000:0.0000:0.0000:9:0.3846:0.8624:0.8039:0.4014:0.5642:0.1376|29569.25:0.7500:0.0000:0.0000:0.0000:10:0.3077:0.9014:0.8595:0.4404:0.6032:0.0986|29573.75:0.7500:0.0000:0.0000:0.0000:11:0.2308:0.9427:0.9183:0.4817:0.6445:0.0573|29576.75:0.7500:0.0000:0.0000:0.0000:12:0.1538:0.9702:0.9575:0.5092:0.6720:0.0298|29578.75:0.7500:0.0000:0.0000:0.0000:13:0.0769:0.9885:0.9837:0.5275:0.6904:0.0115,BUY_WITH_RESULT,AVAILABLE,1.0,1.0,False,False
2026-05-21:LONG:1591,2026-05-21,LONG,M1,3,1598,29580.0,ABOVE_VAH,NONE,NONE,SELL_WITH_RESULT,AVAILABLE,0.0,1.0,False,False
2026-05-21:LONG:1606,2026-05-21,LONG,M1,1,1607,29543.25,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,1,1613,29436.5,INSIDE_VALUE,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,3.0,0.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,2,1614,29442.25,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,3,1615,29462.5,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,2.0,0.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,4,1616,29444.25,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,5,1617,29447.75,INSIDE_VALUE,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,6,1618,29456.5,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,2.0,0.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,7,1619,29450.25,INSIDE_VALUE,NONE,NONE,SELL_WITH_RESULT,AVAILABLE,1.0,5.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,8,1620,29492.75,ABOVE_VAH,29487.25:0.6429|29488.75:0.6429,29487.25:0.6429:0.0000:0.0000:0.0000:6:0.1667:0.9413:0.0686:0.4427:0.0693:0.0587|29488.75:0.6429:0.0000:0.0000:0.0000:7:0.0000:0.9573:0.0528:0.4587:0.0533:0.0427,BUY_WITH_RESULT,AVAILABLE,5.0,0.0,False,False
2026-05-21:SHORT:1610,2026-05-21,SHORT,M1,9,1621,29494.75,ABOVE_VAH,NONE,NONE,NEUTRAL,AVAILABLE,1.0,1.0,False,False
2026-05-21:LONG:1646,2026-05-21,LONG,M1,1,1647,29510.25,BELOW_VAL,29520.25:0.8000|29521.50:0.8000|29525.75:0.8000,29520.25:0.8000:0.0000:0.0000:0.0000:1:1.0000:0.0750:-0.7619:0.9250:0.4000:0.0750|29521.50:0.8000:0.0000:0.0000:0.0000:2:0.5000:0.2000:-0.5238:0.8000:0.2750:0.2000|29525.75:0.8000:0.0000:0.0000:0.0000:3:0.0000:0.6250:0.2857:0.3750:0.1500:0.3750,BUY_ABSORBED,AVAILABLE,2.0,1.0,False,False
2026-05-21:LONG:1652,2026-05-21,LONG,M1,1,1653,29500.0,BELOW_VAL,NONE,NONE,SELL_WITH_RESULT,AVAILABLE,1.0,2.0,False,False
2026-05-21:LONG:1692,2026-05-21,LONG,M1,1,1693,29527.75,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-21:LONG:1696,2026-05-21,LONG,M1,1,1697,29527.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-21:LONG:1703,2026-05-21,LONG,M1,1,1705,29553.5,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,2.0,0.0,False,False
2026-05-21:LONG:1703,2026-05-21,LONG,M1,2,1706,29615.75,ABOVE_VAH,29559.75:0.8571,29559.75:0.8571:0.0000:0.0000:0.0000:5:0.0000:0.9286:0.9468:0.0714:1.2714:0.0714,BUY_WITH_RESULT,AVAILABLE,5.0,1.0,False,False
2026-05-22:LONG:2006,2026-05-22,LONG,M1,1,2007,29913.0,BELOW_VAL,NONE,NONE,SELL_WITH_RESULT,AVAILABLE,0.0,1.0,False,False
2026-05-22:SHORT:2021,2026-05-22,SHORT,M1,1,2022,29850.0,ABOVE_VAH,29834.75:0.7500|29839.25:0.7500,29834.75:0.7500:0.0000:0.0000:0.0000:1:1.0000:0.7037:0.0380:0.2963:0.0278:0.2963|29839.25:0.7500:0.0000:0.0000:0.0000:2:0.0000:0.8704:-0.1899:0.1296:0.1389:0.1296,SELL_ABSORBED,AVAILABLE,1.0,1.0,False,False
2026-05-22:SHORT:2025,2026-05-22,SHORT,M1,1,2026,29819.25,ABOVE_VAH,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-22:SHORT:2037,2026-05-22,SHORT,M1,1,2039,29807.25,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-22:LONG:2064,2026-05-22,LONG,M1,1,2069,29969.0,ABOVE_VAH,NONE,NONE,SELL_ABSORBED,AVAILABLE,1.0,1.0,False,False
2026-05-22:LONG:2064,2026-05-22,LONG,M1,2,2070,29968.0,ABOVE_VAH,29965.75:0.7778,29965.75:0.7778:0.0000:0.0000:0.0000:5:0.0000:0.8741:0.8902:0.4406:1.0210:0.1259,SELL_ABSORBED,AVAILABLE,1.0,1.0,False,False
2026-05-22:LONG:2064,2026-05-22,LONG,M1,3,2071,29961.25,ABOVE_VAH,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-22:LONG:2064,2026-05-22,LONG,M1,4,2072,29969.25,ABOVE_VAH,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,1.0,False,False
2026-05-22:LONG:2100,2026-05-22,LONG,M1,1,2101,29957.5,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-22:LONG:2100,2026-05-22,LONG,M1,2,2102,29967.5,ABOVE_VAH,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,3.0,2.0,False,False
2026-05-22:LONG:2105,2026-05-22,LONG,M1,1,2107,29970.0,INSIDE_VALUE,29970.00:1.0000,29970.00:1.0000:0.0000:0.0000:0.0000:4:0.2500:0.8654:0.9167:0.8654:1.4808:0.1346,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-22:LONG:2105,2026-05-22,LONG,M1,2,2108,29966.0,INSIDE_VALUE,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-22:LONG:2105,2026-05-22,LONG,M1,3,2109,29955.0,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,2.0,0.0,False,False
2026-05-22:LONG:2105,2026-05-22,LONG,M1,4,2110,29955.5,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-22:LONG:2105,2026-05-22,LONG,M1,5,2111,29936.25,BELOW_VAL,NONE,NONE,SELL_WITH_RESULT,AVAILABLE,1.0,1.0,False,False
2026-05-25:LONG:2350,2026-05-25,LONG,M1,1,2351,30225.75,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,4.0,0.0,False,False
2026-05-25:LONG:2350,2026-05-25,LONG,M1,2,2352,30230.5,BELOW_VAL,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,6.0,0.0,False,False
2026-05-25:LONG:2350,2026-05-25,LONG,M1,3,2353,30235.0,ABOVE_VAH,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,7.0,0.0,False,False
2026-05-25:LONG:2396,2026-05-25,LONG,M1,1,2398,30259.0,INSIDE_VALUE,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,2.0,0.0,False,False
2026-05-25:LONG:2396,2026-05-25,LONG,M1,2,2399,30253.75,INSIDE_VALUE,NONE,NONE,SELL_WITH_RESULT,AVAILABLE,0.0,2.0,False,False
2026-05-25:LONG:2396,2026-05-25,LONG,M1,3,2400,30249.0,INSIDE_VALUE,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-25:LONG:2396,2026-05-25,LONG,M1,4,2401,30243.5,INSIDE_VALUE,NONE,NONE,SELL_WITH_RESULT,AVAILABLE,0.0,1.0,False,False
2026-05-25:LONG:2396,2026-05-25,LONG,M1,5,2402,30243.75,INSIDE_VALUE,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,2.0,0.0,False,False
2026-05-25:LONG:2396,2026-05-25,LONG,M1,6,2403,30225.5,INSIDE_VALUE,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,1.0,0.0,False,False
2026-05-26:LONG:2591,2026-05-26,LONG,M1,1,2596,30265.0,ABOVE_VAH,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-26:LONG:2591,2026-05-26,LONG,M1,2,2597,30288.0,ABOVE_VAH,NONE,NONE,BUY_ABSORBED,AVAILABLE,12.0,1.0,False,False
2026-05-26:LONG:2717,2026-05-26,LONG,M1,1,2720,30266.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,0.0,1.0,False,False
2026-05-26:LONG:2717,2026-05-26,LONG,M1,2,2721,30254.0,BELOW_VAL,NONE,NONE,SELL_ABSORBED,AVAILABLE,1.0,1.0,False,False
2026-05-27:SHORT:3092,2026-05-27,SHORT,M1,1,3096,30350.75,INSIDE_VALUE,30350.00:0.8824,30350.00:0.8824:0.0000:0.0000:0.0000:19:0.3333:0.1578:0.7947:0.3410:0.6107:0.1578,SELL_ABSORBED,AVAILABLE,1.0,1.0,False,False
2026-05-27:SHORT:3092,2026-05-27,SHORT,M1,2,3097,30345.75,INSIDE_VALUE,30340.50:0.8824|30342.50:0.8824|30343.00:0.8824|30344.00:0.8824|30348.00:0.8824,30340.50:0.8824:0.0000:0.0000:0.0000:14:0.5185:0.0611:0.9205:0.4377:0.7074:0.0611|30342.50:0.8824:0.0000:0.0000:0.0000:15:0.4815:0.0814:0.8940:0.4173:0.6870:0.0814|30343.00:0.8824:0.0000:0.0000:0.0000:16:0.4444:0.0865:0.8874:0.4122:0.6819:0.0865|30344.00:0.8824:0.0000:0.0000:0.0000:17:0.4074:0.0967:0.8742:0.4020:0.6718:0.0967|30348.00:0.8824:0.0000:0.0000:0.0000:18:0.3704:0.1374:0.8212:0.3613:0.6310:0.1374,SELL_WITH_RESULT,AVAILABLE,1.0,1.0,False,False
2026-05-27:SHORT:3092,2026-05-27,SHORT,M1,3,3098,30324.25,BELOW_VAL,30335.00:0.8824|30337.00:0.8824,30335.00:0.8824:0.0000:0.0000:0.0000:12:0.5926:0.0051:0.9934:0.4936:0.7634:0.0051|30337.00:0.8824:0.0000:0.0000:0.0000:13:0.5556:0.0254:0.9669:0.4733:0.7430:0.0254,SELL_WITH_RESULT,AVAILABLE,0.0,1.0,False,False
2026-05-27:SHORT:3103,2026-05-27,SHORT,M1,1,3105,30256.0,INSIDE_VALUE,30242.25:0.7692|30245.50:0.7692|30246.75:0.7692|30250.00:0.7692,30242.25:0.7692:0.0000:0.8333:0.7143:6:0.7059:0.2105:0.7791:0.1520:0.7427:0.2105|30245.50:0.7692:0.0000:0.8333:0.7143:7:0.6471:0.2485:0.7393:0.1901:0.7047:0.2485|30246.75:0.7692:0.0000:0.8333:0.7143:8:0.5882:0.2632:0.7239:0.2047:0.6901:0.2632|30250.00:0.7692:0.0000:0.8333:0.7143:9:0.5294:0.3012:0.6840:0.2427:0.6520:0.3012,BUY_WITH_RESULT,AVAILABLE,7.0,4.0,False,False
2026-05-27:SHORT:3103,2026-05-27,SHORT,M1,2,3106,30275.5,INSIDE_VALUE,30271.50:0.7692|30277.50:0.7692|30280.00:0.7692|30285.00:0.7692,30271.50:0.7692:0.0000:0.8333:0.7143:10:0.4706:0.5526:0.4202:0.4942:0.4006:0.4474|30277.50:0.7692:0.0000:0.8333:0.7143:11:0.4118:0.6228:0.3466:0.5643:0.3304:0.3772|30280.00:0.7692:0.0000:0.8333:0.7143:12:0.3529:0.6520:0.3160:0.5936:0.3012:0.3480|30285.00:0.7692:0.0000:0.8333:0.7143:13:0.2941:0.7105:0.2546:0.6520:0.2427:0.2895,BUY_WITH_RESULT,AVAILABLE,12.0,4.0,False,False
2026-05-27:SHORT:3103,2026-05-27,SHORT,M1,3,3107,30310.75,ABOVE_VAH,30277.50:0.7692|30280.00:0.7692|30285.00:0.7692|30286.75:0.7692|30292.00:0.7692|30302.25:0.7692|30302.50:0.7692,30277.50:0.7692:0.0000:0.8333:0.7143:11:0.4118:0.6228:0.3466:0.5643:0.3304:0.3772|30280.00:0.7692:0.0000:0.8333:0.7143:12:0.3529:0.6520:0.3160:0.5936:0.3012:0.3480|30285.00:0.7692:0.0000:0.8333:0.7143:13:0.2941:0.7105:0.2546:0.6520:0.2427:0.2895|30286.75:0.7692:0.0000:0.8333:0.7143:14:0.2353:0.7310:0.2331:0.6725:0.2222:0.2690|30292.00:0.7692:0.5000:0.8333:0.7143:15:0.1765:0.7924:0.1687:0.7339:0.1608:0.2076|30302.25:0.7692:0.0000:0.8333:0.7143:16:0.1176:0.9123:0.0429:0.8538:0.0409:0.0877|30302.50:0.7692:0.0000:0.8333:0.7143:17:0.0588:0.9152:0.0399:0.8567:0.0380:0.0848,SELL_ABSORBED,AVAILABLE,1.0,3.0,False,False
2026-05-27:LONG:3119,2026-05-27,LONG,M1,1,3120,30357.0,INSIDE_VALUE,30356.25:1.0000|30366.50:1.0000,30356.25:1.0000:0.0000:0.0000:0.0000:1:1.0000:0.1279:-1.8846:0.1279:0.5698:0.1279|30366.50:1.0000:0.0000:0.0000:0.0000:2:0.5000:0.6047:-0.3077:0.6047:0.0930:0.3953,SELL_WITH_RESULT,AVAILABLE,1.0,1.0,False,False
2026-05-28:SHORT:3673,2026-05-28,SHORT,M1,1,3676,30293.5,INSIDE_VALUE,30290.50:0.8125|30291.00:0.8125|30293.50:0.8125|30300.00:0.8125|30302.25:0.8125|30302.50:0.8125|30304.50:0.8125|30304.75:0.8125,30290.50:0.8125:0.0000:0.0000:0.0000:10:0.1000:0.2151:0.8187:0.2437:0.9713:0.2151|30291.00:0.8125:0.0000:0.0000:0.0000:11:0.0000:0.2222:0.8127:0.2366:0.9642:0.2222|30293.50:0.8125:0.5000:0.5000:0.1000:6:0.5000:0.2581:0.7825:0.2007:0.9283:0.2581|30300.00:0.8125:0.0000:0.6667:0.2000:1:1.0000:0.3513:0.7039:0.1075:0.8351:0.3513|30302.25:0.8125:0.0000:0.6667:0.2000:2:0.9000:0.3835:0.6767:0.0753:0.8029:0.3835|30302.50:0.8125:0.0000:0.6667:0.2000:3:0.8000:0.3871:0.6737:0.0717:0.7993:0.3871|30304.50:0.8125:0.0000:0.6667:0.2000:4:0.7000:0.4158:0.6495:0.0430:0.7706:0.4158|30304.75:0.8125:0.0000:0.6667:0.2000:5:0.6000:0.4194:0.6465:0.0394:0.7670:0.4194,SELL_ABSORBED,AVAILABLE,1.0,3.0,False,False
2026-05-28:SHORT:3673,2026-05-28,SHORT,M1,2,3677,30286.75,BELOW_VAL,30287.25:0.8125,30287.25:0.8125:0.0000:0.0000:0.0000:8:0.3000:0.1685:0.8580:0.2903:1.0179:0.1685,SELL_WITH_RESULT,AVAILABLE,1.0,3.0,False,False
2026-05-28:SHORT:3673,2026-05-28,SHORT,M1,3,3678,30285.0,BELOW_VAL,30276.75:0.8125|30287.25:0.8125|30289.25:0.8125|30290.50:0.8125|30291.00:0.8125|30293.50:0.8125,30276.75:0.8125:0.0000:0.0000:0.0000:7:0.4000:0.0179:0.9849:0.4409:1.1685:0.0179|30287.25:0.8125:0.0000:0.0000:0.0000:8:0.3000:0.1685:0.8580:0.2903:1.0179:0.1685|30289.25:0.8125:0.0000:0.0000:0.0000:9:0.2000:0.1971:0.8338:0.2616:0.9892:0.1971|30290.50:0.8125:0.0000:0.0000:0.0000:10:0.1000:0.2151:0.8187:0.2437:0.9713:0.2151|30291.00:0.8125:0.0000:0.0000:0.0000:11:0.0000:0.2222:0.8127:0.2366:0.9642:0.2222|30293.50:0.8125:0.5000:0.5000:0.1000:6:0.5000:0.2581:0.7825:0.2007:0.9283:0.2581,SELL_WITH_RESULT,AVAILABLE,1.0,3.0,False,False
2026-05-28:LONG:3700,2026-05-28,LONG,M1,1,3701,30279.0,BELOW_VAL,NONE,NONE,BUY_ABSORBED,AVAILABLE,1.0,0.0,False,False
2026-05-28:LONG:3738,2026-05-28,LONG,M1,1,3740,30423.5,INSIDE_VALUE,NONE,NONE,BUY_WITH_RESULT,AVAILABLE,1.0,0.0,False,False
2026-05-28:LONG:3738,2026-05-28,LONG,M1,2,3741,30448.25,ABOVE_VAH,30438.50:1.0000|30440.25:1.0000|30445.75:1.0000|30448.00:1.0000,30438.50:1.0000:0.0000:0.0000:0.0000:1:1.0000:0.5922:0.6794:0.5922:0.8641:0.4078|30440.25:1.0000:0.0000:0.0000:0.0000:2:0.6667:0.6602:0.7328:0.6602:0.9320:0.3398|30445.75:1.0000:0.0000:0.0000:0.0000:3:0.3333:0.8738:0.9008:0.8738:1.1456:0.1262|30448.00:1.0000:0.0000:0.0000:0.0000:4:0.0000:0.9612:0.9695:0.9612:1.2330:0.0388,NEUTRAL,AVAILABLE,1.0,1.0,False,False
