Boundary,CloseMoveRanges,DownMaeRanges,EndBar,EndClose,EndInsideRange,EventBar,EventClose,HorizonBars,Interaction,Italy,London,PocTouched,ProfileLabel,TradeCoverage,UTC,UpMfeRanges
HIGH,-0.78,1.32,5708,30550.0,True,5696,30585.75,12,BREACH,2026-06-19 14:39:59,2026-06-19 13:39:59,True,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 12:39:59,0.35
HIGH,-0.13,0.24,5698,30587.75,False,5697,30593.5,1,BREACH,2026-06-19 13:49:55,2026-06-19 12:49:55,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 11:49:55,0.04
HIGH,-0.04,0.59,5700,30591.75,False,5697,30593.5,3,BREACH,2026-06-19 13:59:57,2026-06-19 12:59:57,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 11:59:57,0.05
HIGH,-0.46,0.59,5703,30572.25,True,5697,30593.5,6,BREACH,2026-06-19 14:14:59,2026-06-19 13:14:59,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 12:14:59,0.05
HIGH,-0.77,1.49,5709,30558.5,True,5697,30593.5,12,BREACH,2026-06-19 14:44:57,2026-06-19 13:44:57,True,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 12:44:57,0.05
HIGH,0.01,0.11,5737,30692.0,True,5736,30691.5,1,BREACH,2026-06-19 17:04:59,2026-06-19 16:04:59,False,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 15:04:59,0.08
HIGH,0.04,0.11,5739,30694.25,True,5736,30691.5,3,BREACH,2026-06-19 17:14:59,2026-06-19 16:14:59,False,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 15:14:59,0.2
HIGH,0.09,0.17,5742,30697.5,False,5736,30691.5,6,BREACH,2026-06-19 17:29:59,2026-06-19 16:29:59,False,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 15:29:59,0.2
HIGH,-0.11,0.58,5748,30684.0,True,5736,30691.5,12,BREACH,2026-06-19 17:59:58,2026-06-19 16:59:58,True,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 15:59:58,0.2
HIGH,0.13,0.09,5738,30700.75,False,5737,30692.0,1,BREACH,2026-06-19 17:09:58,2026-06-19 16:09:58,False,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 15:09:58,0.2
HIGH,-0.11,0.18,5740,30684.75,True,5737,30692.0,3,BREACH,2026-06-19 17:19:59,2026-06-19 16:19:59,False,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 15:19:59,0.2
HIGH,-0.31,0.35,5743,30671.5,True,5737,30692.0,6,BREACH,2026-06-19 17:34:59,2026-06-19 16:34:59,True,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 15:34:59,0.2
HIGH,-0.22,0.59,5749,30677.5,True,5737,30692.0,12,BREACH,2026-06-19 18:04:59,2026-06-19 17:04:59,True,2026-06-19:5717-5730:DynamicCompression,AVAILABLE,2026-06-19 16:04:59,0.2
HIGH,-0.13,0.25,6196,29836.5,True,6195,29848.0,1,BREACH,2026-06-23 13:19:56,2026-06-23 12:19:56,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:19:56,0.0
HIGH,-0.38,0.47,6198,29814.0,True,6195,29848.0,3,BREACH,2026-06-23 13:29:59,2026-06-23 12:29:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:29:59,0.23
HIGH,0.22,0.52,6201,29867.75,False,6195,29848.0,6,BREACH,2026-06-23 13:44:58,2026-06-23 12:44:58,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:44:58,0.27
HIGH,-0.3,0.52,6207,29821.0,True,6195,29848.0,12,BREACH,2026-06-23 14:14:59,2026-06-23 13:14:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:14:59,0.58
HIGH,0.06,0.29,6197,29842.0,True,6196,29836.5,1,BREACH,2026-06-23 13:24:59,2026-06-23 12:24:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:24:59,0.36
HIGH,-0.1,0.39,6199,29827.75,True,6196,29836.5,3,BREACH,2026-06-23 13:34:58,2026-06-23 12:34:58,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:34:58,0.36
HIGH,0.33,0.39,6202,29866.0,False,6196,29836.5,6,BREACH,2026-06-23 13:49:59,2026-06-23 12:49:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:49:59,0.5
HIGH,-0.36,0.53,6208,29804.0,True,6196,29836.5,12,BREACH,2026-06-23 14:19:59,2026-06-23 13:19:59,True,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:19:59,0.71
HIGH,-0.31,0.4,6198,29814.0,True,6197,29842.0,1,BREACH,2026-06-23 13:29:59,2026-06-23 12:29:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:29:59,0.04
HIGH,0.11,0.45,6200,29852.25,False,6197,29842.0,3,BREACH,2026-06-23 13:39:59,2026-06-23 12:39:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:39:59,0.19
HIGH,0.44,0.45,6203,29882.0,False,6197,29842.0,6,BREACH,2026-06-23 13:54:59,2026-06-23 12:54:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:54:59,0.47
HIGH,-0.65,0.83,6209,29783.0,True,6197,29842.0,12,BREACH,2026-06-23 14:24:59,2026-06-23 13:24:59,True,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:24:59,0.65
HIGH,0.15,0.14,6199,29827.75,True,6198,29814.0,1,BREACH,2026-06-23 13:34:58,2026-06-23 12:34:58,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:34:58,0.37
HIGH,0.6,0.14,6201,29867.75,False,6198,29814.0,3,BREACH,2026-06-23 13:44:58,2026-06-23 12:44:58,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:44:58,0.65
HIGH,0.66,0.14,6204,29873.25,False,6198,29814.0,6,BREACH,2026-06-23 13:59:58,2026-06-23 12:59:58,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:59:58,0.78
HIGH,-0.43,0.78,6210,29775.5,True,6198,29814.0,12,BREACH,2026-06-23 14:29:59,2026-06-23 13:29:59,True,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:29:59,0.96
HIGH,0.27,0.16,6200,29852.25,False,6199,29827.75,1,BREACH,2026-06-23 13:39:59,2026-06-23 12:39:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:39:59,0.34
HIGH,0.42,0.16,6202,29866.0,False,6199,29827.75,3,BREACH,2026-06-23 13:49:59,2026-06-23 12:49:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:49:59,0.6
HIGH,0.56,0.16,6205,29878.5,False,6199,29827.75,6,BREACH,2026-06-23 14:04:59,2026-06-23 13:04:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:04:59,0.81
HIGH,-1.29,1.3,6211,29711.5,False,6199,29827.75,12,BREACH,2026-06-23 14:34:59,2026-06-23 13:34:59,True,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:34:59,0.81
HIGH,0.17,0.03,6201,29867.75,False,6200,29852.25,1,BREACH,2026-06-23 13:44:58,2026-06-23 12:44:58,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:44:58,0.23
HIGH,0.33,0.04,6203,29882.0,False,6200,29852.25,3,BREACH,2026-06-23 13:54:59,2026-06-23 12:54:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:54:59,0.35
HIGH,0.07,0.04,6206,29858.25,False,6200,29852.25,6,BREACH,2026-06-23 14:09:59,2026-06-23 13:09:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:09:59,0.54
HIGH,-1.25,1.61,6212,29739.0,False,6200,29852.25,12,BREACH,2026-06-23 14:39:58,2026-06-23 13:39:58,True,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:39:58,0.54
HIGH,-0.02,0.22,6202,29866.0,False,6201,29867.75,1,BREACH,2026-06-23 13:49:59,2026-06-23 12:49:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:49:59,0.16
HIGH,0.06,0.22,6204,29873.25,False,6201,29867.75,3,BREACH,2026-06-23 13:59:58,2026-06-23 12:59:58,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 11:59:58,0.18
HIGH,-0.52,0.6,6207,29821.0,True,6201,29867.75,6,BREACH,2026-06-23 14:14:59,2026-06-23 13:14:59,False,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:14:59,0.37
HIGH,-1.42,1.79,6213,29740.0,False,6201,29867.75,12,BREACH,2026-06-23 14:44:59,2026-06-23 13:44:59,True,2026-06-23:6188-6194:DynamicCompression,AVAILABLE,2026-06-23 12:44:59,0.37
LOW,0.59,1.23,6223,29768.25,True,6222,29718.75,1,BREACH,2026-06-23 15:34:59,2026-06-23 14:34:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:34:59,0.65
LOW,0.37,1.23,6225,29749.25,True,6222,29718.75,3,BREACH,2026-06-23 15:44:59,2026-06-23 14:44:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:44:59,1.05
LOW,2.49,1.23,6228,29926.0,False,6222,29718.75,6,BREACH,2026-06-23 15:59:59,2026-06-23 14:59:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:59:59,2.59
LOW,3.18,1.23,6234,29983.5,False,6222,29718.75,12,BREACH,2026-06-23 16:29:59,2026-06-23 15:29:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:29:59,3.94
LOW,0.15,1.17,6224,29780.75,False,6223,29768.25,1,BREACH,2026-06-23 15:39:59,2026-06-23 14:39:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:39:59,0.35
LOW,0.6,1.17,6226,29818.25,False,6223,29768.25,3,BREACH,2026-06-23 15:49:59,2026-06-23 14:49:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:49:59,1.07
LOW,2.62,1.17,6229,29986.5,False,6223,29768.25,6,BREACH,2026-06-23 16:04:59,2026-06-23 15:04:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:04:59,2.83
LOW,2.06,1.17,6235,29939.5,False,6223,29768.25,12,BREACH,2026-06-23 16:34:59,2026-06-23 15:34:59,True,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:34:59,3.35
HIGH,-0.38,0.51,6225,29749.25,True,6224,29780.75,1,BREACH,2026-06-23 15:44:59,2026-06-23 14:44:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:44:59,0.3
HIGH,1.15,0.68,6227,29876.75,False,6224,29780.75,3,BREACH,2026-06-23 15:54:59,2026-06-23 14:54:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:54:59,1.61
HIGH,2.34,0.68,6230,29975.25,False,6224,29780.75,6,BREACH,2026-06-23 16:09:59,2026-06-23 15:09:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:09:59,2.68
HIGH,1.45,0.68,6236,29901.5,False,6224,29780.75,12,BREACH,2026-06-23 16:39:59,2026-06-23 15:39:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:39:59,3.2
LOW,-0.38,0.51,6225,29749.25,True,6224,29780.75,1,BREACH,2026-06-23 15:44:59,2026-06-23 14:44:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:44:59,0.3
LOW,1.15,0.68,6227,29876.75,False,6224,29780.75,3,BREACH,2026-06-23 15:54:59,2026-06-23 14:54:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:54:59,1.61
LOW,2.34,0.68,6230,29975.25,False,6224,29780.75,6,BREACH,2026-06-23 16:09:59,2026-06-23 15:09:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:09:59,2.68
LOW,1.45,0.68,6236,29901.5,False,6224,29780.75,12,BREACH,2026-06-23 16:39:59,2026-06-23 15:39:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:39:59,3.2
HIGH,0.83,0.3,6226,29818.25,False,6225,29749.25,1,BREACH,2026-06-23 15:49:59,2026-06-23 14:49:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:49:59,1.29
HIGH,2.12,0.3,6228,29926.0,False,6225,29749.25,3,BREACH,2026-06-23 15:59:59,2026-06-23 14:59:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:59:59,2.23
HIGH,3.03,0.3,6231,30001.5,False,6225,29749.25,6,BREACH,2026-06-23 16:14:59,2026-06-23 15:14:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:14:59,3.2
HIGH,1.62,0.3,6237,29884.0,False,6225,29749.25,12,BREACH,2026-06-23 16:44:59,2026-06-23 15:44:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:44:59,3.58
HIGH,0.7,0.02,6227,29876.75,False,6226,29818.25,1,BREACH,2026-06-23 15:54:59,2026-06-23 14:54:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:54:59,1.16
HIGH,2.02,0.02,6229,29986.5,False,6226,29818.25,3,BREACH,2026-06-23 16:04:59,2026-06-23 15:04:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:04:59,2.23
HIGH,2.32,0.02,6232,30011.25,False,6226,29818.25,6,BREACH,2026-06-23 16:19:59,2026-06-23 15:19:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:19:59,2.46
HIGH,0.6,0.02,6238,29868.5,False,6226,29818.25,12,BREACH,2026-06-23 16:49:59,2026-06-23 15:49:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:49:59,2.75
HIGH,0.59,0.39,6228,29926.0,False,6227,29876.75,1,BREACH,2026-06-23 15:59:59,2026-06-23 14:59:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 13:59:59,0.7
HIGH,1.18,0.39,6230,29975.25,False,6227,29876.75,3,BREACH,2026-06-23 16:09:59,2026-06-23 15:09:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:09:59,1.53
HIGH,1.38,0.39,6233,29991.5,False,6227,29876.75,6,BREACH,2026-06-23 16:24:59,2026-06-23 15:24:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:24:59,2.05
HIGH,-0.31,0.58,6239,29851.25,False,6227,29876.75,12,BREACH,2026-06-23 16:54:59,2026-06-23 15:54:59,False,2026-06-23:6212-6220:DynamicCompression,AVAILABLE,2026-06-23 14:54:59,2.05
LOW,-0.31,0.41,6452,29788.0,False,6451,29803.25,1,BREACH,2026-06-24 11:39:54,2026-06-24 10:39:54,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 09:39:54,0.06
LOW,-0.42,0.97,6454,29782.25,False,6451,29803.25,3,BREACH,2026-06-24 11:49:57,2026-06-24 10:49:57,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 09:49:57,0.06
LOW,-0.29,0.97,6457,29789.0,False,6451,29803.25,6,BREACH,2026-06-24 12:04:52,2026-06-24 11:04:52,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 10:04:52,0.2
LOW,0.47,0.97,6463,29826.75,True,6451,29803.25,12,BREACH,2026-06-24 12:34:57,2026-06-24 11:34:57,True,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 10:34:57,0.59
LOW,-0.45,0.45,6453,29765.75,False,6452,29788.0,1,BREACH,2026-06-24 11:44:58,2026-06-24 10:44:58,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 09:44:58,0.0
LOW,0.19,0.66,6455,29797.5,True,6452,29788.0,3,BREACH,2026-06-24 11:54:58,2026-06-24 10:54:58,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 09:54:58,0.45
LOW,0.18,0.66,6458,29797.0,True,6452,29788.0,6,BREACH,2026-06-24 12:09:59,2026-06-24 11:09:59,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 10:09:59,0.5
LOW,0.67,0.66,6464,29821.5,True,6452,29788.0,12,BREACH,2026-06-24 12:39:55,2026-06-24 11:39:55,True,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 10:39:55,0.94
LOW,0.33,0.22,6454,29782.25,False,6453,29765.75,1,BREACH,2026-06-24 11:49:57,2026-06-24 10:49:57,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 09:49:57,0.42
LOW,0.85,0.22,6456,29808.25,True,6453,29765.75,3,BREACH,2026-06-24 11:59:57,2026-06-24 10:59:57,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 09:59:57,0.95
LOW,0.87,0.22,6459,29809.0,True,6453,29765.75,6,BREACH,2026-06-24 12:14:56,2026-06-24 11:14:56,False,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 10:14:56,0.95
LOW,1.37,0.22,6465,29834.25,True,6453,29765.75,12,BREACH,2026-06-24 12:44:57,2026-06-24 11:44:57,True,2026-06-24:6442-6448:DynamicCompression,AVAILABLE,2026-06-24 10:44:57,1.71
HIGH,-0.11,0.12,6464,29821.5,False,6463,29826.75,1,BREACH,2026-06-24 12:39:55,2026-06-24 11:39:55,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:39:55,0.17
HIGH,-0.1,0.24,6466,29822.25,False,6463,29826.75,3,BREACH,2026-06-24 12:49:54,2026-06-24 11:49:54,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:49:54,0.51
HIGH,-0.32,0.79,6469,29811.5,True,6463,29826.75,6,BREACH,2026-06-24 13:04:59,2026-06-24 12:04:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:04:59,0.51
HIGH,-0.89,1.96,6475,29784.75,True,6463,29826.75,12,BREACH,2026-06-24 13:34:58,2026-06-24 12:34:58,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:34:58,0.51
HIGH,0.27,0.09,6465,29834.25,False,6464,29821.5,1,BREACH,2026-06-24 12:44:57,2026-06-24 11:44:57,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:44:57,0.62
HIGH,-0.39,0.49,6467,29803.0,True,6464,29821.5,3,BREACH,2026-06-24 12:54:59,2026-06-24 11:54:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:54:59,0.62
HIGH,-0.98,1.09,6470,29775.0,True,6464,29821.5,6,BREACH,2026-06-24 13:09:59,2026-06-24 12:09:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:09:59,0.62
HIGH,-0.22,1.85,6476,29811.25,True,6464,29821.5,12,BREACH,2026-06-24 13:39:59,2026-06-24 12:39:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:39:59,0.62
HIGH,-0.25,0.4,6466,29822.25,False,6465,29834.25,1,BREACH,2026-06-24 12:49:54,2026-06-24 11:49:54,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:49:54,0.04
HIGH,-0.84,0.95,6468,29794.75,True,6465,29834.25,3,BREACH,2026-06-24 12:59:59,2026-06-24 11:59:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:59:59,0.04
HIGH,-1.46,1.51,6471,29765.5,False,6465,29834.25,6,BREACH,2026-06-24 13:14:55,2026-06-24 12:14:55,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:14:55,0.04
HIGH,-0.44,2.12,6477,29813.25,True,6465,29834.25,12,BREACH,2026-06-24 13:44:55,2026-06-24 12:44:55,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:44:55,0.04
HIGH,-0.41,0.51,6467,29803.0,True,6466,29822.25,1,BREACH,2026-06-24 12:54:59,2026-06-24 11:54:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:54:59,0.01
HIGH,-0.23,0.69,6469,29811.5,True,6466,29822.25,3,BREACH,2026-06-24 13:04:59,2026-06-24 12:04:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:04:59,0.06
HIGH,-1.42,1.53,6472,29755.0,False,6466,29822.25,6,BREACH,2026-06-24 13:19:59,2026-06-24 12:19:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:19:59,0.06
HIGH,0.57,1.87,6478,29849.25,False,6466,29822.25,12,BREACH,2026-06-24 13:49:59,2026-06-24 12:49:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:49:59,0.72
HIGH,-0.17,0.29,6468,29794.75,True,6467,29803.0,1,BREACH,2026-06-24 12:59:59,2026-06-24 11:59:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 10:59:59,0.04
HIGH,-0.59,0.7,6470,29775.0,True,6467,29803.0,3,BREACH,2026-06-24 13:09:59,2026-06-24 12:09:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:09:59,0.47
HIGH,-0.8,1.46,6473,29765.0,False,6467,29803.0,6,BREACH,2026-06-24 13:24:59,2026-06-24 12:24:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:24:59,0.47
HIGH,1.14,1.46,6479,29857.0,False,6467,29803.0,12,BREACH,2026-06-24 13:54:58,2026-06-24 12:54:58,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:54:58,1.31
HIGH,-0.77,0.88,6470,29775.0,True,6469,29811.5,1,BREACH,2026-06-24 13:09:59,2026-06-24 12:09:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:09:59,0.04
HIGH,-1.2,1.3,6472,29755.0,False,6469,29811.5,3,BREACH,2026-06-24 13:19:59,2026-06-24 12:19:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:19:59,0.04
HIGH,-0.57,1.64,6475,29784.75,True,6469,29811.5,6,BREACH,2026-06-24 13:34:58,2026-06-24 12:34:58,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:34:58,0.04
HIGH,0.59,1.64,6481,29839.25,False,6469,29811.5,12,BREACH,2026-06-24 14:04:59,2026-06-24 13:04:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 12:04:59,1.13
LOW,-0.2,0.25,6471,29765.5,False,6470,29775.0,1,BREACH,2026-06-24 13:14:55,2026-06-24 12:14:55,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:14:55,0.25
LOW,-0.21,0.87,6473,29765.0,False,6470,29775.0,3,BREACH,2026-06-24 13:24:59,2026-06-24 12:24:59,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:24:59,0.25
LOW,0.77,0.87,6476,29811.25,True,6470,29775.0,6,BREACH,2026-06-24 13:39:59,2026-06-24 12:39:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:39:59,1.15
LOW,1.52,0.87,6482,29847.0,False,6470,29775.0,12,BREACH,2026-06-24 14:09:59,2026-06-24 13:09:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 12:09:59,1.9
LOW,-0.22,0.33,6472,29755.0,False,6471,29765.5,1,BREACH,2026-06-24 13:19:59,2026-06-24 12:19:59,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:19:59,0.19
LOW,-0.2,0.67,6474,29756.25,False,6471,29765.5,3,BREACH,2026-06-24 13:29:53,2026-06-24 12:29:53,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:29:53,0.19
LOW,1.01,0.67,6477,29813.25,True,6471,29765.5,6,BREACH,2026-06-24 13:44:55,2026-06-24 12:44:55,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:44:55,1.35
LOW,1.69,0.67,6483,29845.25,False,6471,29765.5,12,BREACH,2026-06-24 14:14:58,2026-06-24 13:14:58,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 12:14:58,2.11
LOW,0.21,0.44,6473,29765.0,False,6472,29755.0,1,BREACH,2026-06-24 13:24:59,2026-06-24 12:24:59,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:24:59,0.28
LOW,0.63,0.44,6475,29784.75,True,6472,29755.0,3,BREACH,2026-06-24 13:34:58,2026-06-24 12:34:58,False,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:34:58,0.77
LOW,1.99,0.44,6478,29849.25,False,6472,29755.0,6,BREACH,2026-06-24 13:49:59,2026-06-24 12:49:59,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 11:49:59,2.14
LOW,2.4,0.44,6484,29868.25,False,6472,29755.0,12,BREACH,2026-06-24 14:19:58,2026-06-24 13:19:58,True,2026-06-24:6455-6461:DynamicCompression,AVAILABLE,2026-06-24 12:19:58,2.45
HIGH,-0.52,0.73,6746,30164.0,True,6745,30187.5,1,BREACH,2026-06-25 13:09:59,2026-06-25 12:09:59,True,2026-06-25:6735-6742:DynamicCompression,AVAILABLE,2026-06-25 11:09:59,0.0
HIGH,-0.97,1.01,6748,30144.0,True,6745,30187.5,3,BREACH,2026-06-25 13:19:54,2026-06-25 12:19:54,True,2026-06-25:6735-6742:DynamicCompression,AVAILABLE,2026-06-25 11:19:54,0.0
HIGH,-1.66,1.97,6751,30113.0,False,6745,30187.5,6,BREACH,2026-06-25 13:34:59,2026-06-25 12:34:59,True,2026-06-25:6735-6742:DynamicCompression,AVAILABLE,2026-06-25 11:34:59,0.0
HIGH,-0.96,1.97,6757,30144.5,True,6745,30187.5,12,BREACH,2026-06-25 14:04:58,2026-06-25 13:04:58,True,2026-06-25:6735-6742:DynamicCompression,AVAILABLE,2026-06-25 12:04:58,0.0
HIGH,-0.24,0.28,6747,30153.0,True,6746,30164.0,1,BREACH,2026-06-25 13:14:58,2026-06-25 12:14:58,True,2026-06-25:6735-6742:DynamicCompression,AVAILABLE,2026-06-25 11:14:58,0.25
HIGH,-1.05,1.08,6749,30116.75,False,6746,30164.0,3,BREACH,2026-06-25 13:24:59,2026-06-25 12:24:59,True,2026-06-25:6735-6742:DynamicCompression,AVAILABLE,2026-06-25 11:24:59,0.25
